[ 5108.216654] 45:18f
[ 5108.216659] 1317:27f
[ 5108.216664] 545:17f
[ 5108.216669] 549:22f
[ 5108.216674] 1266:27f
[ 5108.216678] 1130:17f
[ 5108.216683] 516:22f
[ 5108.216688] 506:17f
[ 5108.216693] 1342:22f
[ 5108.216697] 806:17f
[ 5108.216702] 498:22f
[ 5108.216706] 1089:22f
[ 5108.216711] 504:17f
[ 5108.216716] 946:22f
[ 5108.216721] 718:17f
[ 5108.216725] 618:22f
[ 5108.216730] 449:17f
[ 5108.216735] 1074:22f
[ 5108.216740] 551:17f
[ 5108.216744] 840:22f
[ 5108.216749] 217:17f
[ 5108.216754] 1333:27f
[ 5108.216758] 962:22f
[ 5108.216763] 775:17f
[ 5108.216768] 1378:22f
[ 5108.216772] 461:17f
[ 5108.216777] 538:22f
[ 5108.216782] 717:17f
[ 5108.216787] 1147:22f
[ 5108.216791] 339:17f
[ 5108.216796] 1340:17f
[ 5108.216801] 235:22f
[ 5108.216805] 1361:22f
[ 5108.216810] 65:17f
[ 5108.216815] 1007:22f
[ 5108.216819] 943:17f
[ 5108.216824] 614:22f
[ 5108.216829] 1099:17f
[ 5108.216833] 362:22f
[ 5108.216838] 660:17f
[ 5108.216843] 749:22f
[ 5108.216848] 969:22f
[ 5108.216852] 295:17f
[ 5108.216857] 1658:22f
[ 5108.216862] 441:17f
[ 5108.216866] 863:22f
[ 5108.216871] 995:17f
[ 5108.216876] 122:22f
[ 5108.216880] 1663:17f
[ 5108.216885] 423:22f
[ 5108.216890] 1530:17f
[ 5108.216895] 241:22f
[ 5108.216899] 1301:27f
[ 5108.216904] 1220:17f
[ 5108.216909] 405:22f
[ 5108.216914] 1033:17f
[ 5108.216918] 285:22f
[ 5108.216923] 680:17f
[ 5108.216928] 781:22f
[ 5108.216932] 246:17f
[ 5108.216937] 1270:17f
[ 5108.216942] 501:22f
[ 5108.216947] 1511:17f
[ 5108.216951] 682:22f
[ 5108.216956] 603:17f
[ 5108.216961] 342:22f
[ 5108.216965] 667:17f
[ 5108.216970] 782:22f
[ 5108.216975] 854:17f
[ 5108.216979] 860:22f
[ 5108.216984] 1049:17f
[ 5108.216989] 276:22f
[ 5108.216993] 750:17f
[ 5108.216998] 499:22f
[ 5108.217003] 1250:17f
[ 5108.217007] 583:22f
[ 5108.217012] 752:17f
[ 5108.217017] 1088:22f
[ 5108.217022] 385:17f
[ 5108.217026] 809:22f
[ 5108.217031] 517:17f
[ 5108.217036] 596:22f
[ 5108.217041] 384:17f
[ 5108.217045] 1082:22f
[ 5108.217050] 169:17f
[ 5108.217055] 960:22f
[ 5108.217059] 5:17f
[ 5108.217064] 2034:17f
[ 5108.217069] 174:22f
[ 5108.217074] 937:17f
[ 5108.217078] 368:22f
[ 5108.217083] 1798:22f
[ 5108.217088] 956:22f
[ 5108.217092] 841:17f
[ 5108.217097] 1255:22f
[ 5108.217102] 395:17f
[ 5108.217106] 1179:22f
[ 5108.217111] 1605:22f
[ 5108.217116] 1050:17f
[ 5108.217121] 627:22f
[ 5108.217125] 797:18f
[ 5108.217130] 1396:22f
[ 5108.217135] 905:17f
[ 5108.217140] 1453:27f
[ 5108.217144] 1222:27f
[ 5108.217149] 956:27f
[ 5108.217154] 1290:27f
[ 5108.217158] 1141:27f
[ 5108.217163] 1069:27f
[ 5108.217168] 1167:27f
[ 5108.217173] 1111:27f
[ 5108.217177] 1070:27f
[ 5108.217182] 1030:27f
[ 5108.217187] 1008:27f
[ 5108.217191] 1063:27f
[ 5108.217196] 973:27f
[ 5108.217201] 946:27f
[ 5108.217205] 1029:27f
[ 5108.217210] 1009:27f
[ 5108.217215] 1010:27f
[ 5108.217220] 1079:27f
[ 5108.217225] 1046:27f
[ 5108.217229] 1405:27f
[ 5108.217234] 1000:27f
[ 5108.217239] 924:17f
[ 5108.217243] 1046:27f
[ 5108.217248] 1186:27f
[ 5108.217253] 939:27f
[ 5108.217257] 979:27f
[ 5108.217262] 1013:27f
[ 5108.217267] 977:27f
[ 5108.217271] 949:27f
[ 5108.217276] 939:27f
[ 5108.217281] 995:27f
[ 5108.217286] 964:27f
[ 5108.217290] 1314:27f
[ 5108.217295] 1010:27f
[ 5108.217300] 1233:27f
[ 5108.217304] 1039:27f
[ 5108.217309] 939:27f
[ 5108.217314] 1050:27f
[ 5108.217319] 949:27f
[ 5108.217323] 1205:27f
[ 5108.217328] 967:27f
[ 5108.217333] 969:27f
[ 5108.217337] 1010:27f
[ 5108.217342] 1010:27f
[ 5108.217347] 949:27f
[ 5108.217352] 1245:27f
[ 5108.217356] 999:27f
[ 5108.217361] 969:27f
[ 5108.217366] 947:27f
[ 5108.217370] 1070:27f
[ 5108.217375] 1042:27f
[ 5108.217380] 1070:27f
[ 5108.217384] 960:27f
[ 5108.217389] 981:27f
[ 5108.217394] 960:17f
[ 5108.217399] 552:22f
[ 5108.217403] 927:27f
[ 5108.217408] 970:27f
[ 5108.217413] 1037:27f
[ 5108.217417] 1060:27f
[ 5108.217422] 1060:27f
[ 5108.217427] 1136:27f
[ 5108.217431] 988:27f
[ 5108.217436] 1003:27f
[ 5108.217441] 1070:27f
[ 5108.217446] 1010:27f
[ 5108.217450] 949:27f
[ 5108.217455] 959:27f
[ 5108.217460] 955:27f
[ 5108.217465] 1010:27f
[ 5108.217469] 1043:27f
[ 5108.217474] 950:27f
[ 5108.217479] 939:27f
[ 5108.217483] 1008:27f
[ 5108.217488] 1090:27f
[ 5108.217493] 64:18f
[ 5108.217497] 1343:27f
[ 5108.217502] 1020:27f
[ 5108.217507] 2936:22f
[ 5108.217511] 58:17f
[ 5108.217516] 966:17f
[ 5108.217521] 32:22f
[ 5108.217526] 978:22f
[ 5108.217530] 17:17f
[ 5108.217535] 1170:22f
[ 5108.217540] 80:17f
[ 5108.217544] 987:22f
[ 5108.217549] 67:17f
[ 5108.217553] 944:17f
[ 5108.217558] 214:22f
[ 5108.217563] 978:17f
[ 5108.217567] 20:22f
[ 5108.217572] 987:17f
[ 5108.217577] 159:22f
[ 5108.217581] 933:17f
[ 5108.217586] 1050:17f
[ 5108.217591] 303:22f
[ 5108.217596] 692:17f
[ 5108.217600] 275:22f
[ 5108.217605] 764:17f
[ 5108.217610] 1170:17f
[ 5108.217615] 47:22f
[ 5108.217619] 1052:17f
[ 5108.217624] 965:17f
[ 5108.217628] 162:22f
[ 5108.217633] 885:17f
[ 5108.217638] 109:22f
[ 5108.217643] 940:17f
[ 5108.217647] 1098:17f
[ 5108.217652] 84:22f
[ 5108.217656] 920:17f
[ 5108.217661] 1144:22f
[ 5108.217666] 2:17f
[ 5108.217671] 1176:17f
[ 5108.217675] 635:22f
[ 5108.217680] 308:17f
[ 5108.217685] 882:22f
[ 5108.217690] 308:17f
[ 5108.217694] 940:17f
[ 5108.217699] 869:22f
[ 5108.217703] 144:17f
[ 5108.217708] 869:22f
[ 5108.217713] 99:17f
[ 5108.217717] 1007:17f
[ 5108.217722] 561:22f
[ 5108.217727] 820:17f
[ 5108.217731] 616:22f
[ 5108.217736] 340:17f
[ 5108.217741] 977:17f
[ 5108.217746] 534:22f
[ 5108.217750] 599:17f
[ 5108.217755] 445:22f
[ 5108.217760] 761:17f
[ 5108.217765] 385:22f
[ 5108.217769] 556:17f
[ 5108.217774] 620:22f
[ 5108.217778] 467:17f
[ 5108.217783] 1090:17f
[ 5108.217788] 588:22f
[ 5108.217793] 448:17f
[ 5108.217797] 1197:17f
[ 5108.217802] 79:22f
[ 5108.217807] 1099:17f
[ 5108.217811] 994:17f
[ 5108.217816] 69:22f
[ 5108.217821] 972:17f
[ 5108.217826] 1133:22f
[ 5108.217830] 118:17f
[ 5108.217835] 1126:17f
[ 5108.217840] 423:22f
[ 5108.217845] 528:17f
[ 5108.217849] 1089:17f
[ 5108.217854] 166:22f
[ 5108.217858] 863:17f
[ 5108.217863] 1130:17f
[ 5108.217868] 36:22f
[ 5108.217873] 1178:17f
[ 5108.217877] 334:22f
[ 5108.217882] 659:17f
[ 5108.217887] 1199:17f
[ 5108.217892] 106:22f
[ 5108.217896] 834:17f
[ 5108.217901] 399:22f
[ 5108.217906] 710:17f
[ 5108.217910] 1060:22f
[ 5108.217915] 54:17f
[ 5108.217920] 945:17f
[ 5108.217924] 425:22f
[ 5108.217929] 644:17f
[ 5108.217934] 662:22f
[ 5108.217938] 527:17f
[ 5108.217943] 1136:17f
[ 5108.217948] 88:22f
[ 5108.217952] 937:17f
[ 5108.217957] 652:22f
[ 5108.217962] 434:17f
[ 5108.217967] 1239:22f
[ 5108.217971] 100:17f
[ 5108.217976] 1027:17f
[ 5108.217981] 398:22f
[ 5108.217985] 2071:22f
[ 5108.217990] 1426:22f
[ 5108.217995] 1309:27f
[ 5108.218000] 1411:27f
[ 5108.218004] 1298:22f
[ 5108.218009] 1212:22f
[ 5108.218014] 1566:22f
[ 5108.218018] 289:18f
[ 5108.218023] 1342:22f
[ 5108.218028] 23:17f
[ 5108.218032] 1030:22f
[ 5108.218037] 297:17f
[ 5108.218042] 1954:17f
[ 5108.218047] 2524:22f
[ 5108.218051] 2440:17f
[ 5108.218056] 428:22f
[ 5108.218061] 2446:17f
[ 5108.218066] 1452:17f
[ 5108.218070] 1706:22f
[ 5108.218075] 1053:22f
[ 5108.218080] 9:17f
[ 5108.218084] 963:27f
[ 5108.218089] 1145:27f
[ 5108.218094] 1030:22f
[ 5108.218098] 564:17f
[ 5108.218103] 1166:27f
[ 5108.218108] 1208:27f
[ 5108.218113] 990:27f
[ 5108.218117] 1009:27f
[ 5108.218122] 1135:17f
[ 5108.218127] 1177:27f
[ 5108.218131] 1018:27f
[ 5108.218136] 1002:27f
[ 5108.218141] 1194:27f
[ 5108.218146] 946:27f
[ 5108.218151] 1281:27f
[ 5108.218155] 1029:27f
[ 5108.218160] 939:27f
[ 5108.218165] 1096:27f
[ 5108.218169] 1023:22f
[ 5108.218174] 104:17f
[ 5108.218179] 1108:27f
[ 5108.218183] 1198:27f
[ 5108.218188] 1130:27f
[ 5108.218193] 1130:27f
[ 5108.218198] 1247:27f
[ 5108.218202] 998:27f
[ 5108.218207] 1188:22f
[ 5108.218212] 1020:27f
[ 5108.218216] 1154:27f
[ 5108.218221] 1196:27f
[ 5108.218226] 962:27f
[ 5108.218230] 1070:27f
